Date,Title,URL,md_file,ESG_or_not,Story_Type,Jurisdiction,Cross_sector_relevance,Policy_significance,Business_risk_opportunity,Strategic_ESG_signal,Corporate_governance_relevance,Forward_looking_insight,Member Relevance,Rating,Relevance,Output 1,Output 2,Output 3,Output 4,Output 5,Output 6
2026-04-24,Grant to refurbish 55 social housing units in Broome,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Grant-to-refurbish-55-social-housing-units-in-Broome-20260424,61.md,Yes,Funding and Grant Announcements,Western Australia,6,7,8,6,7,2,6,6.050847,Medium,Broome social housing refurbishment funded.,The Cook Labor Government announced a nearly $2 million grant to Foundation Housing Limited to refurbish 55 units at Broome lodge.,"The $1.91 million grant will fund kitchen and bathroom upgrades, safety improvements, and accessibility works at Broome lodge, with refurbishment set to commence shortly.","This investment enhances housing security and living conditions for residents, supporting WA's broader housing and homelessness measures and improving resilience in the Kimberley community.",,
2026-04-24,Community engagement progressing for Exmouth Gulf Marine Park,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Community-engagement-progressing-for-Exmouth-Gulf-Marine-Park-20260424,62.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",Western Australia,8,8,8,8,9,7,8,8,High,Exmouth Gulf Marine Park Planning.,Community engagement progresses as the proposed Exmouth Gulf marine park planning continues and zoning draft development begins.,"Draft zoning will be prepared with targeted consultation planned for late 2026, while comprehensive marine surveys collect baseline data across Exmouth Gulf for monitoring.","This process supports protection of ecological and cultural values while allowing sustainable fishing and tourism, aligning conservation goals with ongoing regional activities.",,
2026-04-24,Significant new funding commitments to save lives on WA roads,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Significant-new-funding-commitments-to-save-lives-on-WA-roads-20260424,63.md,Yes,Funding and Grant Announcements,Western Australia,6,8,7,7,7,7,7,7,Medium,WA road safety funding boost.,The Cook Labor Government announced a further $339.9 million to improve road safety across Western Australia.,"The investment, from the Road Trauma Trust Account, covers 2025-26 to 2029-30 with initiatives including $60.7 million for awareness campaigns and $41.6 million for Stage 1 Great Northern Highway upgrades.","The package aims to save lives by improving infrastructure and education, reinforcing driver behaviour changes and giving communities safer journeys to school.",,
2026-04-24,EIS delivers stellar results across drilling and geophysics,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/EIS-delivers-stellar-results-across-drilling-and-geophysics-20260424,64.md,Yes,Funding and Grant Announcements,Western Australia,6,4,4,2,5,2,6,3.949153,Low,WA EIS funding awarded.,"Mines and Petroleum Minister David Michael announced funding under WA's Exploration Incentive Scheme for co-funded drilling, geophysics and energy analysis.","More than $12 million has been awarded to 96 projects, including $7 million to 46 drilling recipients, $5.3 million to 44 geophysics ventures, and about $500,000 for energy analysis.","The grants support state-wide exploration, improving access to funding and extending project timelines, aiding local jobs, and sustaining WA's mining investment pipeline.",,
2026-04-24,State Budget to support 111 new lots in Broome North,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/State-Budget-to-support-111-new-lots-in-Broome-North-20260424,65.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Western Australia,7,7,6,6,7,6,6,6.491525,Medium,The Cook Labor Government has approved a $40.7 million investment to support up to 111 new lots in the Broome North residential estate.,"It will deliver 111 lots, including 33 lots for social housing dwellings, within Gujarra Local Structure Plan 2 Broome North, supporting housing supply in the Kimberley.",,,,
2026-04-24,Western Aussies urged to roll up sleeves for World Immunisation Week,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Western-Aussies-urged-to-roll-up-sleeves-for-World-Immunisation-Week-20260423,66.md,Yes,"Community, First Nations, and Social Licence Initiatives",Western Australia,6,6,2,6,0,3,0,3.745763,Low,"The Government of Western Australia has announced outcomes under World Immunisation Week, which aims to ensure inclusive participation in immunisation services across the State.",,,,,
2026-04-23,Cook Labor Government secures 8 million litres of diesel for WA,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Cook-Labor-Government-secures-8-million-litres-of-diesel-for-WA-20260423,67.md,No,,,,,,,,,,,,,,,,,
2026-04-23,Reprieve from exploration spending requirements amid fuel pinch,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Reprieve-from-exploration-spending-requirements-amid-fuel-pinch-20260423,68.md,Yes,Legislative and Statutory Developments,Western Australia,5,7,6,2,2,6,6,4.779661,Low,WA Eases Exploration Spending.,The WA Government offers case-by-case exemptions to minimum expenditure requirements for mining tenements amid high fuel costs.,"Ministers will assess exemptions on a per-case basis, with policy reviewed at end-2026, and exemptions apply to tenement holders facing fuel security issues under WA's mining tenure system.","The move aims to reduce operating costs for explorers and miners during fuel-price volatility, supporting economic resilience and jobs. It also highlights governance discretion in energy risk management, with potential implications for land banking and timely exploration.",,
2026-04-23,Cook Labor Government to digitise driver's licences,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Cook-Labor-Government-to-digitise-driver's-licences-20260423,69.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Western Australia,7,8,8,7,6,7,6,7.152542,High,The Cook Labor Government has approved the delivery of a digital driver's licence and State Digital Identity as part of the 2026-27 State Budget.,"The Government has committed $28.2 million from the Digital Capability Fund to deliver digital credentials in the ServiceWA digital wallet, with digital licences expected to go live in 2027.",,,,
2026-04-23,Italian legends in WA ahead of exclusive football matches,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Italian-legends-in-WA-ahead-of-exclusive-football-matches-20260423,70.md,Yes,State and Local Government Programs,Western Australia,6,2,8,6,2,6,4,4.983051,Low,WA Welcomes Calcio Italiano.,"Western Australia announced an Australian-exclusive Calcio Italiano pre-season tournament at Optus Stadium for 5-11 August 2026 featuring Milan, Inter, Juventus and Palermo.",The event runs August 5-11 at Optus Stadium and forms part of WA's Winter of Unmissable Sport to boost tourism and local jobs.,"By attracting international visitors and creating temporary events infrastructure, the program supports local businesses, strengthens regional exposure, and contributes to economic diversification while showcasing WA's tourism assets.",,
2026-04-23,Cook Labor Government and Fremantle Dockers unite to anchor defence industry connections,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Cook-Labor-Government-and-Fremantle-Dockers-unite-to-anchor-defence-industry-connections-20260423,71.md,Yes,State and Local Government Programs,Western Australia,8,6,7,5,7,7,7,6.694915,Medium,WA Defence Industry Partnership.,The Cook Labor Government and the Fremantle Dockers signed a Memorandum of Understanding to raise awareness of Western Australia's defence industry.,"Administered by Defence West, the MoU covers community engagement and opportunities for WA residents to explore defence careers through joint events, training, and club activities ahead of 2026 Len Hall Tribute Game.","This partnership supports local workforce pathways, veterans and youth, and links sport with regional defence activities, aligning municipal planning, economic development, and community resilience through STEM and defence sector engagement.",,
2026-04-23,Spending uplift for mental health services across Western Australia,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Spending-uplift-for-mental-health-services-across-Western-Australia-20260423,72.md,Yes,Funding and Grant Announcements,Western Australia,5,7,3,7,7,8,1,5.932203,Medium,WA Mental Health Funding Boost.,The Cook Labor Government has announced a $414 million boost to mental health and AOD services in State Budget 2026-27.,"A $15.4 million investment will fund a State-first Crisis Recovery and Intervention Support Service trial, delivering 10 beds for non-hospital care.","The package supports near-home care and aims to reduce hospital pressure, improving accessibility and resilience of community-based mental health and AOD services across WA.",,
2026-04-23,Busselton Centre dual-named 'Djooditj' first in project,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Busselton-Centre-dual-named-'Djooditj'-first-in-project-20260423,73.md,Yes,"Community, First Nations, and Social Licence Initiatives",Western Australia,4,6,4,6,6,6,7,5.355932,Medium,"The Busselton Department of Transport and Major Infrastructure (DTMI) has announced the first location in Western Australia to receive an Aboriginal placename under the Transport and Major Infrastructure Portfolio's Aboriginal Placenames Project, which aims to deepen public understanding of Aboriginal language, history, and cultural heritage while supporting inclusive participation and reconciliation.",,,,,
2026-04-22,Budget fully funds Albany Health Campus expansion,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Budget-fully-funds-Albany-Health-Campus-expansion-20260422,74.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Western Australia,6,6,7,7,6,6,8,6.389831,Medium,The 2026-27 State Budget has fully funded the modular expansion of Albany Health Campus.,"The $59 million funding will deliver a new 32-bed modular ward, increasing inpatient medical beds at Albany Health Campus and improving patient flow, with the ward located adjacent to the existing campus buildings and connected by a purpose-built link.",,,,
2026-04-22,Lotterywest grants supporting creative spaces across WA,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Lotterywest-grants-supporting-creative-spaces-across-WA-20260422,75.md,Yes,Funding and Grant Announcements,Western Australia,6,2,6,6,2,7,2,4.728814,Low,WA Arts Infrastructure Grants.,"Lotterywest announced $10 million in Arts and Culture Infrastructure Grants to upgrade venues, spaces and equipment across WA.","The funding targets infrastructure, venue and rehearsal space refurbishments, equipment and technology upgrades, with almost half directed to regional organisations, and a further $20 million planned over the next two financial years.","This funding strengthens WA's creative economy, expands community access to arts, supports long‑term sector sustainability and resilience, and helps deliver higher quality experiences for audiences across Perth and regional areas.",,
2026-04-22,Bunbury's waterfront gets $89.1 million State Budget boost,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Bunbury's-waterfront-gets-$89.1-million-State-Budget-boost---20260422,76.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Western Australia,6,6,4,5,6,6,6,5.508475,Medium,The Cook Labor Government has allocated $89.1 million in the upcoming State Budget for Casuarina Boat Harbour upgrades as part of Transforming Bunbury's Waterfront Stage 3.2 in Bunbury.,The package will deliver a new inclusive community recreation precinct and 54 new floating pens to meet demand for vessel accommodation at Casuarina Boat Harbour.,,,,
2026-04-22,Joint media statement - $8 million boost to upgrade WA recycling infrastructure,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Joint-media-statement---$8-million-boost-to-upgrade-WA-recycling-infrastructure-20260422,77.md,Yes,Funding and Grant Announcements,Western Australia,8,8,9,9,7,8,8,8.169492,High,WA recycling upgrade funded.,The Albanese and Cook Governments announced $7.92 million to upgrade WA paper and cardboard recycling infrastructure.,"Upgrades at the Canning Vale Materials Recovery Facility, funded through the WA RMF, include two ballistic separators, six optical sorters, and building works, with 25 staff engaged during installation.","The project aims to boost domestic recycling capacity, reduce contamination, support a circular economy and safeguard waste processing capacity in WA.",,
2026-04-22,Mid West RED grants creating jobs and diversifying business,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Mid-West-RED-grants-creating-jobs-and-diversifying-business-20260422,78.md,Yes,Funding and Grant Announcements,Western Australia,7,4,6,6,4,5,5,5.338983,Medium,Mid West RED Grants Awarded.,"The Cook government announced more than $647,000 in RED Grants funding for five Mid West projects.","Funding supports tourism, childcare, mining services and agribusiness across the region, with grant amounts from $18,547 to $250,000 for Round 8.","The funding aims to bolster regional resilience, diversify economies and create jobs, improving access to services and supporting local business sustainability.",,
2026-04-22,Australind train service set to return between Perth and Bunbury,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Australind-train-service-set-to-return-between-Perth-and-Bunbury-20260422,79.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Western Australia,8,6,7,6,6,6,8,6.576271,Medium,The Cook Labor Government has approved the Australind train service to formally resume on 29 June 2026 with four new three-car trains entering service in stages between Perth and Bunbury.,"The government will invest $45 million in the State Budget 2026-27 to support increased services between Perth and Bunbury, with the aim of doubling the number of services by early next year.",,,,
2026-04-22,Applications now open for WA Innovators of the Year 2026,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Applications-now-open-for-WA-Innovators-of-the-Year-2026-20260422,80.md,Yes,Funding and Grant Announcements,Western Australia,7,6,6,4,2,4,4,4.881356,Low,WA Innovators Funding Opens.,The Government of Western Australia announced that WA Innovators of the Year applications are open to recognise local innovators.,"The awards offer six categories with a prize pool over $300,000 and an accelerator program for six categories, closing 27 May; two categories close 24 July.","This funding update supports local innovation, job creation and regional development, enhancing WA's manufacturing and technology capabilities.",,
2026-04-24,Securing Australia’s fuel supply,https://www.dcceew.gov.au/about/news/securing-australias-fuel-supply,81.md,Yes,Legislative and Statutory Developments,Australian National Scope,7,7,6,4,6,6,7,6.067797,Medium,Fuel Security Measures Locked In.,The Australian Government has introduced price relief and supply actions to secure Australia's fuel supply during global disruptions.,"Measures include halving fuel excise and waiving heavy vehicle charges for 3 months, a 20% MSO reduction to release up to 762 million litres, and a four-stage National Fuel Security Plan.","Enhances energy security and regional access, reducing supply shocks and supporting ongoing mobility. The plan includes weekly fuel stock reporting and temporary fuel-quality and diesel flashpoint adjustments to boost supply.",,
2026-04-23,Measuring nature’s value for better environmental decisions,https://www.dcceew.gov.au/about/news/measuring-natures-value-better-environmental-decisions,82.md,Yes,"Reports, Data Releases, and Analytical Insights",Australian National Scope,9,9,8,7,8,8,6,8.118644,High,"Australia’s 2nd national ecosystem account has implications for environmental policy and economic planning, says the Australian Government.","The accounts translate environmental services into economic terms to inform decisions and prioritise protection, restoration or careful management, the Australian Government says.","“In 2021–22, the environment stored 34.6 million kt or $59.5 billion worth of carbon,” the Australian Government says.",,,
2026-04-23,Improving Fremantle’s Samson Park for nature,https://www.dcceew.gov.au/about/news/improving-fremantles-samson-park-nature,83.md,Yes,Funding and Grant Announcements,Australian National Scope,6,7,8,7,2,7,7,6.237288,Medium,Funding for Samson Park upgrades.,"The Australian Government announced more than $1.7 million to improve bushland and wildlife areas in Samson Park, Fremantle.","Delivery by the City of Fremantle will fund drainage upgrades, accessible paths, a seasonal wetland, stormwater realignment, and extra native planting under the Local Environmental Projects Program.","The project supports climate resilience and habitat health by upgrading drainage, reducing flood impacts, expanding native plantings, and improving public access to nature within Fremantle's largest natural park.",,
2026-04-22,Macquarie Harbour water improvement a step closer,https://www.dcceew.gov.au/about/news/macquarie-harbour-water-improvement-step-closer,84.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Australian National Scope,8,8,7,8,6,7,3,7.20339,High,The Australian Government has progressed the Oxygenation Offset Program in Macquarie Harbour to its next stage.,The Australian Government has committed $37.5 million to support the Maugean skate's recovery and its habitat since 2021.,,,,
2026-04-22,Restoring banksia woodland habitat,https://www.dcceew.gov.au/about/news/restoring-banksia-woodland-habitat,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
2026-04-22,Partnering to protect Sea Country,https://www.dcceew.gov.au/about/news/partnering-protect-sea-country,86.md,Yes,Funding and Grant Announcements,Queensland,9,9,8,9,8,9,7,8.610169,High,Reef funding supports Traditional Owners.,The Australian government announced funding to expand the TUMRA program and later to support the Queensland Indigenous Land and Sea Rangers program.,"In September 2023, Reef Trust added $3 million to expand TUMRA for species protection, heritage, planning and on-country work; in July 2025, $12.6 million funded the Indigenous Land and Sea Rangers program.","This funding strengthens Indigenous governance and on-ground action, improving reef health, resilience, and job opportunities for Traditional Owners.",,
2026-04-17,World Heritage Day: Protecting our unique places,https://www.dcceew.gov.au/about/news/world-heritage-day-protecting-our-unique-places,87.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",Australian National Scope,6,7,6,6,3,6,2,5.576271,Medium,Protecting World Heritage in Australia.,"Australia reaffirms commitment to monitoring, managing and protecting World Heritage sites.","Recent listings include Murujuga Cultural Landscape and Budj Bim, while ongoing care and nominations for other sites like the Great Barrier Reef and Sydney Opera House emphasise safeguarding heritage values.","Maintaining these protections supports cultural and environmental resilience, guiding policy and funding decisions to ensure ongoing preservation for future generations.",,
2026-04-17,Review of NGER Method 2 for open-cut coal mines,https://www.dcceew.gov.au/about/news/review-nger-method-2-open-cut-coal-mines,88.md,Yes,Consultation and Policy Design Opportunities,Australian National Scope,8,8,6,8,6,8,8,7.355932,High,Review of NGER Method 2.,The government has released the terms of reference for the review of NGER Method 2 for open-cut coal mines.,"The review will consider issues under the terms of reference, with targeted stakeholder consultations and submissions stemming from the 2025 NGER public consultation, and updates including a May 2026 webinar.","This matters for ESG readers for staying compliant with reporting rules, guiding policy alignment, and informing investment and operational planning around fugitive emissions from coal mines.",,
2026-04-24,Landscape-scale cultural burning study expands,https://www.nsw.gov.au/departments-and-agencies/local-land-services/news/landscape-scale-cultural-burning-study-expands,89.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",NSW,8,8,8,9,7,8,8,8,High,Cultural Burning Study Expands.,Indigenous-led cultural burning is expanded across private and public lands in NSW and ACT.,"36 burns across three Local Land Services regions over four years to study biodiversity, soil and vegetation.","The project aims to restore ecological health, reduce bushfire risk and strengthen community capacity by integrating traditional and Western land-management practices.",,
2026-04-21,Forum to help landholders cash in on natural capital opportunities,https://www.nsw.gov.au/departments-and-agencies/local-land-services/news/forum-to-help-landholders-cash-on-natural-capital-opportunities,90.md,Yes,"Community, First Nations, and Social Licence Initiatives",NSW,8,7,8,8,4,8,8,7.220339,High,"The NSW Government’s Local Land Services has partnered with First Nations communities and the Australian National University to expand a cultural burning research program, which aims to promote inclusive participation and benefit sharing.",,,,,
2026-04-20,Business leaders call for 25 red tape reduction amid rising costs,https://www.aicd.com.au/news-media/media-releases/2026/alliance-of-industry-associations-pre-budget-submission-26-27.html,91.md,Yes,Legislative and Statutory Developments,Australian National Scope,7,7,7,4,4,5,5,5.711864,Medium,Red Tape Cut Urged 25%.,The Alliance of Industry Associations calls on all governments to reduce regulatory costs by 25% by 2030.,"The Alliance, representing business, universities, farmers and investors, cites about $160 billion annual regulatory costs and urges immediate steps, a stocktake, and cross-jurisdiction coordination to hit 25% reduction by 2030.","A 25% red tape reduction could lower costs for households and businesses, boosting productivity. The move aligns regulation with pro-growth reforms and strengthens resilience against cost pressures.",,
2026-04-24,Government's take joint action to support Liberty Bell Bay workers during sale process,https://www.pm.gov.au/media/governments-take-joint-action-support-liberty-bell-bay-workers-during-sale-process,92.md,Yes,Funding and Grant Announcements,Australian National Scope,9,6,7,6,7,6,6,6.830508,Medium,Support for Liberty Bell Bay.,The Albanese and Tasmanian Governments jointly announced a $3 million loan to EY to support Liberty Bell Bay workers during the sale process.,"The loan will be provided on a 50:50 basis and aims to keep the workforce in place, protect skills and expedite the facility's sale and restart.","By safeguarding jobs and maintaining critical domestic manganese alloy capability during administration, the arrangement supports industrial resilience and safeguards the Bell Bay community while a new owner is sought.",,
2026-04-23,Television interview - ABC Afternoon Briefing,https://www.pm.gov.au/media/television-interview-abc-afternoon-briefing-7,93.md,Yes,Parliamentary and Political Proceedings,Australian National Scope,7,6,4,4,7,5,4,5.457627,Medium,Fuel security and reform plan.,The Prime Minister outlined the staged approach to fuel shortages and confirmed ongoing National Cabinet discussions on reserves and supply.,"Four-to-six week advance assessments will determine if Stage Three is needed, with WA reserves and Export Finance Australia contributions cited as part of securing diesel, aviation fuel, and petrol supplies.","The discussion reflects policy focus on energy security, prioritising reliable supplies, conservation, and potential reform of the NDIS budgetary sustainability alongside resilient economic planning in response to geopolitical shocks.",,
2026-04-23,Press conference - Sydney,https://www.pm.gov.au/media/press-conference-sydney-32,94.md,Yes,Legislative and Statutory Developments,Australian National Scope,9,7,7,7,7,7,8,7.372881,High,Australia stabilises fuel security.,"National Cabinet confirms fuel security plan at level two, with cargo purchases and new suppliers to diversify fuel sources.","The government has secured six diesel cargoes totaling just over 300 million litres through Export Finance Australia while diversifying suppliers from the US, Argentina and Algeria as the Strait remains closed.","This underscores Australia's active energy security planning and public support measures, including stockpiles and targeted procurement. It highlights governance and supply chain resilience in a volatile global context.",,
2026-04-23,Press conference - Sydney,https://www.pm.gov.au/media/press-conference-sydney-31,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
2026-04-23,Podcast interview - The Daily Aus,https://www.pm.gov.au/media/podcast-interview-daily-aus-1,96.md,No,,,,,,,,,,,,,,,,,
2026-04-23,Radio interview - ABC Sydney,https://www.pm.gov.au/media/radio-interview-abc-sydney-21,97.md,No,,,,,,,,,,,,,,,,,
2026-04-22,Radio interview - ABC Sydney,https://www.pm.gov.au/media/radio-interview-abc-sydney-20,98.md,No,,,,,,,,,,,,,,,,,
2026-04-22,Securing more fuel and fertiliser,https://www.pm.gov.au/media/securing-more-fuel-and-fertiliser,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
2026-04-21,Press conference - Port Botany,https://www.pm.gov.au/media/press-conference-port-botany,100.md,No,,,,,,,,,,,,,,,,,
2026-04-20,Television interview - ABC 7:30,https://www.pm.gov.au/media/television-interview-abc-730-18,101.md,No,,,,,,,,,,,,,,,,,
2026-04-18,Press conference - Sydney,https://www.pm.gov.au/media/press-conference-sydney-30,102.md,Yes,"Ministerial, Diplomatic, and International Engagements",Australian National Scope,7,6,6,3,6,6,8,5.779661,Medium,Strait of Hormuz Summit Update.,Prime Minister Albanese joined 49 nations at a London summit on Strait of Hormuz to press for de-escalation and open passage.,Australia will participate in the London conference and has offered support including the Wedgetail E-7 for Gulf security.,"The gathering underscores global focus on energy security, maritime trade, and resilience of fuel supply chains amid regional volatility.",,
2026-04-17,"Press conference - Viva Refinery, Geelong",https://www.pm.gov.au/media/press-conference-viva-refinery-geelong,103.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Australian National Scope,8,6,7,6,7,6,8,6.728814,Medium,"The Prime Minister and the Minister for Climate Change and Energy have approved the continued operation of Viva Energy's Geelong refinery at Corio, with 80 per cent of diesel production, 80 per cent of jet fuel production, and 60 per cent of petrol production continuing.","BP has joined the Export Finance Australia arrangements to secure additional cargoes, building on 100 million litres of supply secured in two lots over the past 24 hours.",,,,
2026-04-23,Deuteration supports blood test to help diagnose breast cancer,https://www.ansto.gov.au/news/deuteration-supports-blood-test-to-help-diagnose-breast-cancer,104.md,Yes,"Reports, Data Releases, and Analytical Insights",Australian National Scope,8,2,6,5,2,6,7,4.932203,Low,"Integration of deuterated lipid blood tests into Australia’s national cancer screening programs has implications for breast cancer detection and accessibility, says the National Deuteration Facility.","“Accuracy is paramount for a viable diagnostic test, and stable isotope labelled internal standards are the gold standard,” the National Deuteration Facility says.",,,,
2026-04-22,Professor Helen Garnett appointed to ANSTO Board,https://www.ansto.gov.au/news/professor-helen-garnett-appointed-to-ansto-board,105.md,Yes,"Ministerial, Diplomatic, and International Engagements",Australian National Scope,3,2,4,4,7,4,6,4.016949,Low,Garnett joins ANSTO board.,Minister Tim Ayres appointed Emeritus Professor Helen Garnett to ANSTO's board to strengthen governance.,"The appointment aims to support Australia’s research system as it tackles urgent national challenges, including critical minerals processing and nuclear medicines development.","It reinforces governance of independent public science agencies and underpins Australia’s capabilities in nuclear science and medicines for policy, investment, and supply chain resilience.",,
2026-04-22,Implement solar thermal to decarbonize industry,https://www.wbcsd.org/news/implement-solar-thermal-to-decarbonize-industry/,106.md,Yes,"Reports, Data Releases, and Analytical Insights",International,9,6,9,9,7,7,9,7.881356,High,"Industrial decarbonisation targets for heat have implications for emissions intensity per MWh of heat, says the World Business Council for Sustainable Development.","Solar thermal can replace fossil boilers, offering price stability and potential payback in 3–5 years, according to the WBCSD.","""it can supply up to 12% of the global final energy demand,"" the WBCSD says.",,,
2026-04-21,Materiality Mindset: Operationalizing Materiality from Insight to Foresight,https://www.wbcsd.org/news/materiality-mindset-operationalizing-materiality-from-insight-to-foresight/,107.md,Yes,Corporate and Institutional ESG Actions,International,8,9,9,9,9,9,8,8.79661,High,"WBCSD insights has published the ""Materiality Mindset"" insight on operationalizing materiality from insight to foresight.","The guidance recommends embedding materiality into ERM, making time horizons explicit, establishing governance and data controls proportionality, and actively governing trade-offs over time.",,,,
2026-04-20,Putting People at the Center of Climate Action: The importance of measuring the Just Transition,https://www.wbcsd.org/news/putting-people-at-the-center-of-climate-action-the-importance-of-measuring-the-just-transition/,108.md,Yes,"Reports, Data Releases, and Analytical Insights",International,9,8,9,9,9,9,8,8.79661,High,"Adopting sector-agnostic just-transition metrics has implications for how companies measure impacts on workers and communities, says Shift and the World Business Council for Sustainable Development.","The metrics offer practical insight for regulators, businesses and investors to identify effective approaches and needed course corrections, says Shift with WBCSD.",,,,
2026-04-20,How clean electrification can build energy security for business,https://www.wbcsd.org/news/how-clean-electrification-can-build-energy-security-for-business/,109.md,Yes,"Reports, Data Releases, and Analytical Insights",International,9,7,8,8,7,8,8,7.847458,High,"Germany’s motorway toll exemptions for zero-emission trucks until 2031 have implications for logistics operating costs and planning certainty, says the World Business Council for Sustainable Development.","The policy lowers operating costs and accelerates electrification of freight assets, enhancing resilience and competitiveness in logistics, the World Business Council for Sustainable Development says.",,,,
2026-04-17,Electrify industrial heat generation to eliminate emissions,https://www.wbcsd.org/news/electrify-industrial-heat-generation-to-eliminate-emissions/,110.md,Yes,"Reports, Data Releases, and Analytical Insights",International,9,8,9,9,8,7,9,8.372881,High,"World Business Council for Sustainable Development says electrification of industrial heat has implications for the share of industrial heat electrified, currently around 4%, rising to 11% by 2028.","The WBCSD explains that electrification improves energy efficiency, lowers emissions and cushions against fossil fuel price shocks.","“Only around 4% of industrial heat was electrified in 2022, projected to 11% by 2028,” the WBCSD says.",,,
2026-04-24,The hidden mechanics of connected care: Ensuring better outcomes for patients,https://www.csiro.au/en/news/All/Articles/2026/April/Interoperability-as-the-hidden-mechanics-of-connected-care,111.md,Yes,"Reports, Data Releases, and Analytical Insights",Australian National Scope,7,6,6,6,6,7,4,6.254237,Medium,"Australia's health information interoperability initiative has implications for patient data sharing efficiency and safety, says CSIRO.","""Making systems work better together helps free up time and supports safer, more effective care,"" the Australian e-Health Research Centre says.",,,,
2026-04-21,Technology transfer workshop highlights role of enabling environment in LDCs,https://www.wto.org/english/news_e/news26_e/trip_21apr26_367_e.htm,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
2026-04-17,"Madagascar launches safeguard investigation on certain juices, nectars and non-alcoholic beverages",https://www.wto.org/english/news_e/news26_e/safe_mdg_17apr26_366_e.htm,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
2026-04-17,"Madagascar launches safeguard investigation on certain tableware, kitchenware, and household and packaging articles",https://www.wto.org/english/news_e/news26_e/safe_mdg_17apr26_365_e.htm,114.md,No,,,,,,,,,,,,,,,,,
2026-04-20,Road transport contractual chain order issued,https://www.fwc.gov.au/about-us/news-and-media/news/road-transport-contractual-chain-order-issued,115.md,Yes,"Compliance, Oversight, and Enforcement Actions",Australian National Scope,6,6,4,2,7,4,7,4.932203,Low,Road Transport Fuel Cost Order Issued.,"The Expert Panel issued the Road Transport Contractual Chain Order – Fuel Cost Recovery – 2026, with an initial one-month review.",The order will commence on 21 April 2026 and followed hearings from 8 to 17 April 2026 under the regulated workers provisions.,"Affected members will be notified by email, SMS or post as the major case page publishes the decision and reasons.",,
2026-04-17,Registration of the Timber Furnishing and Textiles Union and withdrawal from the CFMEU from 17 April 2026,https://www.fwc.gov.au/cfmeu-and-tftu,116.md,Yes,"Compliance, Oversight, and Enforcement Actions",Australian National Scope,4,6,2,2,1,1,1,2.677966,Low,"Amalgamation withdrawn, TFTU registered.","The TFTU has been registered on 17 April 2026, with the order commencing on 21 April 2026.",The General Manager must send written notices to affected members informing their TFTU membership.,Affected members will access TFTU rules and related historic lodgments via the regulator’s site.,,
2026-04-24,Reminder: income tax returns due soon for taxable NFPs,https://www.ato.gov.au/not-for-profit-newsroom/reminder-income-tax-returns-due-soon-for-taxable-nfps,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
2026-04-24,A word from Tom Wheeler - April 2026,https://www.ato.gov.au/not-for-profit-newsroom/a-word-from-tom-wheeler-april-2026,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
2026-04-24,Nominate for our Not-for-profit Stewardship Group,https://www.ato.gov.au/not-for-profit-newsroom/nominate-for-our-not-for-profit-stewardship-group,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
2026-04-22,Updated transfer pricing guideline published,https://www.ato.gov.au/businesses-and-organisations/business-bulletins-newsroom/updated-transfer-pricing-guideline-published,CLEANED,NO FILE,,,,,,,,,,,,,,,,,
